Title,Year,TMDb ID,TMDb Rating,Overview,IMDb ID,IMDb Rating,Runtime (min),Genre
Inmate Zero,2020,523371,6.4,There's a zombie outbreak after a medical trial in an international detention and medical facility on an isolated island. An ex US Special Forces/bodyguard woman inmate and a guard form a team.,tt8406660,4.3,106.0,Horror
God of Pain,2024,1201734,6.843,A man wakes up in the middle of the street with no idea where he is or how he ended up there. Soon he is forced to confront the demons he is battling within before a gateway to the underworld unlocks the secret of Algea the God of Pain.,tt14909408,4.2,99.0,Horror
Eradication,2022,993867,6.216,"When an unknown disease wipes out most of the world’s population, a man with unique blood is isolated for study. Fearing for his wife’s safety, he breaks his quarantine – into a world overrun by monstrous Infected and a shadowy agency hunting them down.",tt20835552,4.2,87.0,"Horror, Thriller"
La Condesa,2020,728045,6.5,Brothers Felipe and Eduardo spend a quiet weekend with each other's girlfriend. They like the girls' grandmother's old house. The deceased grandmother's old house plunges them into a nightmare when they discover a dark family secret hidden for generations in The Countess.,tt11377332,4.2,82.0,Thriller
Restart the Earth,2021,870096,6.803,"When a drug to replicate plant cells creates a sentient form of flower, the planet is over taken by flora and humankind is depleted. A Chinese task force, a widowed father and his young daughter fight to survive in a mission to inject an antidote to the core of the plants to reverse their growth.",tt16118262,4.2,89.0,"Action, Sci-Fi, Thriller"
Something in the Water,2024,804616,5.804,"After lesbian couple Meg and Kayla split following a traumatic homophobic incident, their three friends are intent on mending the rift during the wedding of Lizzie at a paradise resort. But a pre-wedding boat excursion turns to disaster and the wedding breakfast is likely to be the five girls!",tt22863968,4.1,86.0,"Adventure, Drama, Horror"
Dawn of the Beast,2021,786584,6.087,"Aiming to find the Bigfoot, a group of graduate students venture deep into an area of the Northeastern wilderness known for its strange creature sightings. Soon, they learn that there is a much more sinister evil lurking in the woods, the Wendigo, and once the spirit knows you’re there, they will come for you. Who will survive in a battle between the two most notorious monsters of the forest?",tt13430932,4.1,82.0,"Horror, Mystery"
Latency,2024,1042657,5.6,"When professional gamer Hana, who suffers from acute agoraphobia, receives new equipment that enhances her game, she begins to wonder if it is reading her mind – or controlling it.",tt23146644,4.1,94.0,"Action, Horror, Thriller"
The Jack in the Box Rises,2024,1207898,6.645,"When a creepy Jack-in-the-Box is discovered and opened on the grounds of an exclusive girls' school, six brave students soon enter a fight to the finish against the unleashed demon.",tt26628641,4.1,92.0,Horror
What the Waters Left Behind: Scars,2023,974927,5.8,"An Anglo-American indie rock band winds up stranded in Epecuén, where their internal conflicts and the bad luck of their tour quickly lose importance before the hell that awaits them.",tt20412894,4.1,85.0,Horror
Ripper Untold,2021,820511,6.1,A detective and a medical examiner join forces to solve a series of horrific murders in Victorian London - but one of them harbors a deadly secret.,tt14267154,4.0,85.0,"Crime, Mystery"
The Mean One,2022,1033052,6.271,"In a sleepy mountain town, Cindy witnesses the murder of her parents by a blood-thirsty green figure in a red Santa suit. Twenty years later, the Christmas-hating monster begins to terrorize the town once more. Cindy finds new purpose in stopping the creature and saving the holiday.",tt20853816,3.9,93.0,"Comedy, Horror"
Caged,2021,777620,6.2,"An African American male is imprisoned and placed in solitary confinement after being found guilty of murdering his wife, as he's haunted by internal demons and his dead wife, and pushed to the breaking point by an abusive female guard.",tt6173712,3.9,81.0,"Drama, Horror, Thriller"
Queen of Spades,2021,829358,6.086,"According to legend, an ominous entity known as the Queen of Spades can be summoned by performing an ancient ritual. Four teenagers summon the Queen of Spades, but they could never imagine the horrors that await them.",tt10260844,3.8,91.0,Horror
The Exorcism of Carmen Farias,2021,675024,6.0,"Carmen, a brave journalist, discovers soon after her mother's death that she has inherited her grandma's house. She decides to move there without knowing it hides dark secrets.",tt10097362,3.8,93.0,Horror
You're Not Alone,2020,522655,6.036,"After the premature death of her estranged husband, Emma (Winter) regains custody of their young daughter Isla (Jones) and hopes to rebuild their relationship after many years apart. But when an evil entity begins to torment them, mother and daughter are forced to face the inexplicable presence that inhabits the walls of their new home.",tt6332158,3.8,92.0,"Horror, Mystery, Thriller"
Abandoned,2022,880841,5.913,"After a young couple moves into a remote farmhouse with their infant son, the woman's struggles with postpartum psychosis begin to intensify... as the house reveals secrets of its own.",tt2980152,3.8,102.0,"Drama, Horror, Mystery"
Til Death Do Us Part,2023,1126577,5.781,"After bailing on her wedding, a former bride-to-be must fight off her ex-groom and seven angry killer groomsmen in order to survive the night.",tt27047448,3.8,111.0,"Action, Comedy, Horror"
Cheat,2023,1142414,7.17,"On the surface it's believed to be another urban legend - a supernatural being from the afterlife is violently killing anyone who cheats on their significant other in the small college town of Silvercreek, Pennsylvania. But the town's unusually high suicide rate is finally convincing both locals and college students that everything is not as it seems. When Maeve - a female college student - sleeps with Charlie, the married man of the host family she is staying with, both sense the deadly curse is closing in on them. Unable to get anyone to believe them, Maeve and Charlie seek out a local history student to help find answers and figure out a way to defend themselves. It all comes undone, however, as several people are horrifically killed by the savage being - one-by-one at a rapid pace. Eventually, Maeve, Charlie and the few survivors band together in an attempt to defeat the monster once and for all.",tt28129069,3.7,85.0,Horror
The Black Demon,2023,890771,5.955,"Oilman Paul Sturges' idyllic family vacation turns into a nightmare when they encounter a ferocious megalodon shark that will stop at nothing to protect its territory. Stranded and under constant attack, Paul and his family must somehow find a way to get his family back to shore alive before it strikes again in this epic battle between humans and nature.",tt10279472,3.7,100.0,"Action, Drama, Horror"
Critters Attack!,2020,597856,6.2,"Mysterious alien Critters have crash-landed in a small college town, devouring every living thing they encounter. Drea and the kids she's babysitting must try desperately to save themselves from the ravenous, rolling beasts. Will Drea discover her inner badass, and will it be enough to stop the Critter onslaught?",tt10240612,3.7,89.0,"Comedy, Horror, Sci-Fi"
Whisper,2022,928773,6.4,A young Nurse is assigned to look after a patient in a remote location in the English countryside. As the night continues she finds herself terrorized by an unseen force that is connected with her patient.,tt6344890,3.7,120.0,Horror
Dark Cloud,2022,897424,5.9,"Following the aftermath of a horrific accident, a woman is voluntarily subjected to artificial intelligence for rehabilitation.",tt8130518,3.7,81.0,"Horror, Sci-Fi, Thriller"
Prey,2024,1129598,6.174,A young couple is compelled to leave their Christian missionary station in the Kalahari Desert after being threatened with death by an extremist militant gang. After crashing their aircraft they must battle man and beast for their lives.,tt27682129,3.7,86.0,"Action, Thriller"
The Last Rite,2021,744742,6.27,"Based on True Events: Suffering from sleep paralysis, a medical student falls prey to a demonic force that wants to rip her apart from within. Torn between sanity and the unknown, she's left with no alternative but to contact a local priest for help.",tt8941380,3.6,107.0,Horror
The Perilous Internet Ring,2020,767585,6.7,A college student investigates a series of mysterious deaths.,tt13391058,3.6,90.0,Horror
Stranger in the Woods,2024,1175038,6.1,"Olivia and her friends go on a vacation. After Olivia nearly drowns with a slit wrist in her bathtub after her fiancé's funeral, her friends suspect that she tried to kill herself, but she believes someone attacked her.",tt19316408,3.5,82.0,Thriller
Re-Elected,2020,583984,7.0,Friends battle former U.S. presidents when they come back from the dead as zombies on the Fourth of July.,tt9821834,3.5,82.0,"Comedy, Horror"
The Mummy Resurrection,2023,984105,6.4,"When an infamous ""cursed"" Egyptian sarcophagus falls into the hands of unscrupulous huckster Everett Randolph, he becomes obsessed with resurrecting the mummified princess held within it.",tt20141822,3.5,85.0,Horror
Giant Spider,2021,835786,6.812,"In a mysterious laboratory located in the desert, the experimental spiders used for genetic research mutate and turn into giant spider monsters, turning the laboratory into a giant spider's lair. A few days later, a special warfare team led by the captain Gao Qiang, escorting Dr. Chen, a scientist of the Kwon Plant Group, goes to the laboratory to rescue the trapped people and try to retrieve the relevant scientific research data",tt18298604,3.4,83.0,"Action, Adventure"
Squealer,2023,1189798,5.843,"When young women begin to disappear across a small town, a police officer and a street-smart social worker follow clues to a remote pig farm and discover the local butcher has been bringing his work home.",tt14768616,3.4,100.0,"Action, Horror, Thriller"
Cinderella's Curse,2024,1130053,6.038,"Desperate Cinderella summons her fairy godmother from an ancient flesh-bound book, seeking revenge on her evil stepmother and stepsisters who abuse and torment her daily.",tt27819388,3.3,82.0,"Drama, Fantasy, Horror"
Hospital,2020,761163,6.0,"In an abandoned hospital in Tainan, a group of people came to try to communicate with the souls of their loved ones, only to be haunted by ominous supernatural phenomena.",tt14288764,3.3,89.0,Horror
Blood and Snow,2023,1189205,6.2,"When researchers rescue a fellow scientist who survived a meteorite strike in the Arctic, they discover she may not be who they think she is. Is she some-how changed?",tt18482470,3.3,114.0,Sci-Fi
El Amarre,2021,676840,6.9,"A woman has a crush with a coworker and makes a ritual to make him fall in love with her, but things got a little out of hand when she messes with forces no one can control.",tt10719916,3.3,77.0,Horror
On Halloween,2020,610359,6.3,A journalist goes in search of the truth after a series of brutal deaths and disappearances lead back to an urban legend about a serial killing clown that has stalked the woods of Century Park for over a hundred years.,tt6580050,3.2,92.0,Horror
The Flood,2023,1006462,6.27,A horde of giant hungry alligators is unleashed on a group of in-transit prisoners and their guards after a massive hurricane floods Louisiana.,tt15670222,3.2,93.0,"Action, Horror, Thriller"
The Bad Nun 3,2024,1136347,6.2,"When a traumatized young woman in a grief counselling group suddenly dies, a trio of friends from the group decide to find out what really happened.",tt27746162,3.0,72.0,Horror
The Grotto,2020,758510,6.3,"Four bodies are found at a cave accident and forensics point to the only survivor as the culprit. He denies guilt, accusing his wife of committing the crime. But how is this so? She is one of the deceased.",tt13318486,3.0,99.0,"Horror, Mystery"
Baphomet,2021,513983,5.879,"An American family celebrates their 28-year-old daughter's pregnancy. The celebration is interrupted when a Satanic cult leader, Henrik Brandr, unexpectedly visits their ranch. Henrik offers to pay the family a large sum for ownership of their land. Jacob Richardson, the father, rejects the offer due to the priceless sentimental value of the ranch. Henrik, displeased, begins to put devastating curses on the Richardsons, trying to force them off their land - even if it means murdering them. After suffering unexplainable tragedies, the Richardsons seek help from Marybeth, a white witch high priestess. They soon discover a terrible secret about their house, revealing why their land is so valuable to the cult. They realize they must protect their house from the cult at all costs, and a violent battle between good and evil ensues.",tt3687528,2.9,72.0,"Horror, Thriller"
Medusa,2020,761563,6.168,"After being bitten by a lethal snake, a young woman experiences changes in her senses and appearance, as she sheds her old self and slowly turns into a deadly weapon.",tt12060154,2.8,87.0,"Drama, Horror"
Clownery,2020,713474,6.0,"After a terrible trauma on her birthday, Emma chooses not to celebrate it again. But when she turns 21, a friend of her breaks the ritual with a surprise party, unaware of awakening horrors, which for years have been waiting in the darkness.",tt9178004,2.8,80.0,"Comedy, Horror"
The Scientist,2020,715658,6.0,"An unconventional scientist, struggling to care for his terminally-ill wife, embarks on a journey to develop a cure for her. However, his methods of treatment and tampering with human DNA, could lead to the extinction of humanity.",tt7741388,2.8,93.0,Horror
Megaboa,2021,920081,6.3,"On a trip to Colombia, a group of college students encounter a fifty-foot boa constrictor, hungry for blood.",tt16444610,2.7,85.0,"Action, Horror"
Alice in Terrorland,2023,1174618,6.0,"A recently bereaved teenage girl goes to live with her aunt in a secluded woodland house, unaware that sinister forces lurk within.",tt22398528,2.7,77.0,Horror
Monsternado,2023,1052158,5.758,"When a tornado full of creatures bursts through the city, a group are held at a hotel trying to figure out a way to survive!",tt24221914,2.6,81.0,"Action, Horror"
A Nun's Curse,2020,636879,6.367,A group of travelers are forced to seek shelter inside an abandoned jail where a notorious nun named Sister Monday had once been assigned and was suspected of murdering prisoners.,tt8426182,2.6,73.0,Horror
Beneath the Surface,2022,896448,6.4,"A young woman survives a great white shark attack, whilst on a family boating vacation, however soon realizes the nightmare is far from over. Those around her can not be trusted, and she must face her demons, if she is to step back in the water.",tt12146654,2.5,93.0,"Mystery, Thriller"
Monster Hunters,2020,736485,6.3,"When an alien prison ship crash lands and unleashes creature after creature in the California desert, they make quick work of the army that tries to stop them. Now, the only hope of stopping the aliens rests with a secret branch of the government specializing in alien weaponry. But with the team untested in actual combat, the battle for Earth will be brutal.",tt12942958,2.3,88.0,"Action, Sci-Fi, Thriller"
4 Horsemen: Apocalypse,2022,969686,6.013,A small team of scientists must race against time to stop what seems to be a cascade of global disasters signaling the possible apocalypse and end of days.,tt19766560,2.1,85.0,"Action, Adventure, Fantasy"
Return of the Tooth Fairy,2020,708336,6.455,"The Tooth Fairy is back. 15 years after the events of the first movie, Corey, now grown up but mentally scarred has gone to a class reunion. However, the Tooth Fairy is back, and this time - You better have flossed properly.",tt11082246,2.0,91.0,Horror
